pid,image_id,y_true,fold
RU-A1069,img_dc6e72e5addf23c9,1,2
RU-A1069,img_1c331cded5089a43,1,2
RU-A1069,img_902a4cff1b93d849,1,2
RU-A1069,img_be34d14764caec98,1,2
RU-A1069,img_14783106ce96dfba,0,2
RU-A1069,img_f7009805dff8f9cf,0,2
RU-A1071,img_f1bf7e185918828e,0,3
RU-A1071,img_6764b3bb82303282,0,3
RU-A1071,img_255ba469849c7fbe,0,3
RU-A1072,img_e4d19559ce6c7c5b,0,1
RU-A1072,img_745564efb4b1aedf,0,1
RU-A1072,img_09350acbf91fa1d1,0,1
RU-A1072,img_e96f4fedd84d477b,0,1
RU-A1073,img_bf31b7c2b9a2c89a,1,2
RU-A1073,img_ccdf9e7d4d800d31,1,2
RU-A1073,img_9d374727786014d6,0,2
RU-A1073,img_3eeff4e77fc6c6ee,0,2
RU-A1073,img_a658cde89dc61e4f,0,2
RU-A1076,img_534fc301f6b1e833,0,0
RU-A1076,img_fa80805e4426bc0e,0,0
RU-A1126,img_f7128edd69c5262b,1,3
RU-A1126,img_69984608b5a511ee,1,3
RU-A1126,img_aeb0d9f5e4463af5,1,3
RU-A1126,img_f0814c91261a030c,1,3
RU-A1126,img_7a8b9e8f09a41c3e,0,3
RU-A1126,img_9666940deb9aa619,0,3
RU-A1127,img_bd270699ec7182d8,0,4
RU-A1127,img_e435f67edcf96df7,0,4
RU-A1127,img_db6a9fd49d75710d,1,4
RU-A1127,img_83a990ec838630eb,1,4
RU-A1127,img_0ca49a5a34306a63,1,4
RU-A1127,img_258742d4f1fa433c,1,4
RU-A1128,img_701ac62ee9a3469d,0,0
RU-A1128,img_789ac8a72d2f1104,0,0
RU-A1128,img_538d5666e7520d8e,1,0
RU-A1128,img_7a5261be4e4997f3,1,0
RU-A1128,img_0f7370c1b633d224,1,0
RU-A1128,img_ac771a3bced2f6b2,1,0
RU-A1129,img_85c9554d7ea88341,1,1
RU-A1129,img_25bf6bfb7549cdbb,1,1
RU-A1129,img_1655afc496e7bcb4,1,1
RU-A1129,img_b2c49f4a3ff85489,1,1
RU-A1129,img_17dbaff41152c136,0,1
RU-A1129,img_d293e37da6fcf502,0,1
RU-A1130,img_48323da9bd082bec,0,4
RU-A1130,img_2e06ce1cead79d54,0,4
RU-A1130,img_12daf29661aac061,0,4
RU-A1130,img_353bf259c477ee37,0,4
RU-A1130,img_f7fb6cc5bc7d9e73,0,4
RU-A1130,img_aa569dc1ef97c1fb,0,4
RU-A1130,img_bb74e7be37127015,1,4
RU-A1130,img_949e23c2f2fd1016,1,4
RU-A1130,img_1d4b352986086f6e,1,4
RU-A1130,img_67e7de3d28cb8496,1,4
RU-A1130,img_3d0e575a22dab7e5,0,4
RU-A1130,img_f6bf7c99481933fb,0,4
RU-A1131,img_b465ca99fe1f18a9,1,4
RU-A1131,img_1c7146e0f3eede9b,1,4
RU-A1131,img_58c3d1ce15725046,1,4
RU-A1131,img_0c4dd14694c4841c,1,4
RU-A1131,img_fc9b22f519120fb5,1,4
RU-A1131,img_f07e722dd1aa4c6c,1,4
RU-A1131,img_aceab744e6062350,1,4
RU-A1131,img_b5e57ad9415462a0,1,4
RU-A1131,img_5a09de8c7641ec04,1,4
RU-A1131,img_df5a094a4793e8cf,1,4
RU-A1131,img_a93bc4f399fcddb0,1,4
RU-A1131,img_e1ce17f85c54665c,1,4
RU-A1132,img_bd3bef2fda7e9294,0,0
RU-A1132,img_c56c490910e5f114,0,0
RU-A1133,img_4dd30ef220739129,0,1
RU-A1133,img_9fdb3004006fb583,0,1
RU-A1133,img_03ef30754e533a31,1,1
RU-A1133,img_a77f45575c65a286,1,1
RU-A1133,img_01396c8e70449092,1,1
RU-A1133,img_0eba25a0a12d1eb2,1,1
RU-A1133,img_4798318cde3a1421,0,1
RU-A1133,img_203649cdb542ecee,0,1
RU-A1134,img_ed36ea9af7ad3d98,0,0
RU-A1134,img_376ff3f0d8fe329a,0,0
RU-A1135,img_74533c5080577f94,1,1
RU-A1135,img_a95e9e26848f273f,1,1
RU-A1135,img_8e6f25b814f1bd4f,1,1
RU-A1135,img_0d8b5d72aa37485c,1,1
RU-A1135,img_c82d8de6b91030fb,1,1
RU-A1135,img_c9e464554cddf543,1,1
RU-A1135,img_a173b1dde10d4bc3,0,1
RU-A1135,img_017660fbfe2280a5,0,1
RU-A1136,img_e5219e7b26eb73b1,0,2
RU-A1136,img_8e6c90ed9efe226e,0,2
RU-A1138,img_931d5f624e33e830,0,3
RU-A1138,img_94fdc2acc712d855,0,3
RU-A1139,img_a53b36472b667b61,0,4
RU-A1139,img_434603eb41ab48f0,0,4
RU-A1140,img_194d27375a4fa5c6,0,1
RU-A1140,img_a05d92da8b327445,0,1
RU-A1141,img_ed6f3e7f8d72d048,1,0
RU-A1141,img_03641367c2f44142,1,0
RU-A1141,img_b9237598d9256f2c,1,0
RU-A1141,img_e3ded371448f2b8a,0,0
RU-A1141,img_c3f74ba3c8f13502,0,0
RU-A1142,img_65057f6d6bc448f5,1,2
RU-A1142,img_bdc73face27cb757,1,2
RU-A1142,img_a73b2795321d87fd,1,2
RU-A1142,img_a4dec0f8826348fa,1,2
RU-A1142,img_70f42d3489e475e8,0,2
RU-A1142,img_968b51a1720bbe67,0,2
RU-A1144,img_2321d2c7c61443d5,0,2
RU-A1144,img_f9fbf54dd971d875,0,2
RU-A1145,img_728b520aa9b3df5b,1,0
RU-A1145,img_728b520aa9b3df5b,1,0
RU-A1145,img_e5f7b03075ac2b2d,0,0
RU-A1145,img_0f524c91d54a0ee1,0,0
RU-A1146,img_96bbdcf63f1c1f66,0,1
RU-A1146,img_cb16569d14cc9ca2,0,1
RU-A1147,img_69e14d7b393117b7,1,2
RU-A1147,img_f5aca410d64307db,1,2
RU-A1147,img_fcdd57bb839a53a4,1,2
RU-A1147,img_3903baa4c4f2c7c7,1,2
RU-A1147,img_5ae420538bcec54b,1,2
RU-A1147,img_5e70d2b34946b905,1,2
RU-A1147,img_759efcb3c4356499,0,2
RU-A1147,img_17b76f0a1611d140,0,2
RU-A1202,img_b968590fd31c6c14,0,3
RU-A1202,img_39d666110e045dd9,0,3
RU-A1202,img_70b5f2968fea226a,1,3
RU-A1202,img_69057031549b9606,1,3
RU-A1202,img_87243945ec9d81eb,1,3
RU-A1201,img_638a3b81d858d2ac,0,0
RU-A1201,img_0543a375b20dd158,0,0
RU-A1203,img_f9649968c9fff551,0,1
RU-A1203,img_1e75a1f1fc6e260c,0,1
RU-A1203,img_13394217e6d79693,1,1
RU-A1203,img_08903abb37754c7a,1,1
RU-A1203,img_1ed1e355291bc918,1,1
RU-A1205,img_e76f306966d729c7,0,4
RU-A1205,img_eedffc1c166d9a7d,0,4
RU-A1206,img_8b4b82c0750ab605,1,1
RU-A1206,img_324ae7ad040477db,1,1
RU-A1206,img_e90e80bfa5a79964,1,1
RU-A1206,img_003cb469d8a569c5,0,1
RU-A1206,img_1e2961fc027f93b3,0,1
RU-A1207,img_4f2380c6f4e1dbd8,1,3
RU-A1207,img_c5f77a55a52377a3,0,3
RU-A1207,img_a7438582f2d0d331,0,3
RU-A1208,img_ec85dbb0087e3358,1,0
RU-A1208,img_78a8e0d97a7f8ac9,1,0
RU-A1208,img_8b6ef4fe53bd38b5,1,0
RU-A1208,img_8278d9a770b28639,1,0
RU-A1208,img_45de160d4d64ac55,0,0
RU-A1208,img_438779e812f8bf6a,0,0
RU-A1209,img_cea364c286189852,1,3
RU-A1209,img_c219aea0ff511d86,1,3
RU-A1209,img_dd5c21938494dc52,1,3
RU-A1209,img_f64dc240905f9be2,1,3
RU-A1209,img_cb6236fc3b677115,0,3
RU-A1209,img_68a555302192c0fb,0,3
RU-A1210,img_47075dae946ac15d,1,1
RU-A1210,img_0d38d197dd26f0aa,1,1
RU-A1210,img_672d5348093db90f,0,1
RU-A1210,img_037c13fdc57aedd9,0,1
RU-A1211,img_0907b22528827814,1,1
RU-A1211,img_eebacaf09c83427e,1,1
RU-A1211,img_4537beab7cb1193c,0,1
RU-A1211,img_85441c6c4d0fb8c2,0,1
RU-A1212,img_37e836309c923c11,0,2
RU-A1212,img_582e7b6003f841ef,0,2
RU-A1212,img_9fdccda4397371f9,0,2
RU-A1212,img_08b78af2be2b0564,0,2
RU-A1212,img_e2390075fbdfa4c2,1,2
RU-A1212,img_6ee22e20dbf4cf67,1,2
RU-A1212,img_d252e91988a42408,1,2
RU-A1212,img_f4336d900fedae9e,1,2
RU-A1212,img_17b05618a5de66ac,0,2
RU-A1212,img_3d0b770bfdad6a39,0,2
RU-A1213,img_a372e4f3d7450f90,1,4
RU-A1213,img_c7491e64ea123a3f,1,4
RU-A1213,img_055002a97baf65c6,1,4
RU-A1213,img_eb3f920ac78c6b41,0,4
RU-A1213,img_29ecbd554218393b,0,4
RU-A1214,img_697402d7672f79d7,1,1
RU-A1214,img_532bb62f4d8e54a4,1,1
RU-A1214,img_104e3505d2f90687,1,1
RU-A1214,img_6e25eab3586fb211,1,1
RU-A1214,img_fdb706a39535a531,0,1
RU-A1214,img_9d9a3b84108d849e,0,1
RU-A1215,img_c7263a916b585c89,1,4
RU-A1215,img_7dab665bae3adbc5,1,4
RU-A1215,img_aa066bce5dfae31d,0,4
RU-A1215,img_e44a1785e73fc759,0,4
RU-A1216,img_29de4260da3855b7,1,4
RU-A1216,img_89a825217bfa20e8,1,4
RU-A1216,img_34a531c66098ed9d,0,4
RU-A1216,img_cd6d076ca651c25e,0,4
RU-A1217,img_1753a9b5b94b3036,1,3
RU-A1217,img_ddbe21634b2d1f6a,1,3
RU-A1217,img_b09e1bd129e98a76,1,3
RU-A1217,img_916f518e1fda63bc,1,3
RU-A1217,img_d58493146e90799f,0,3
RU-A1217,img_c4f8d97b32f76345,0,3
RU-A1218,img_04b2eb6dbb51c52b,0,0
RU-A1218,img_2ad8b3b308f31cbc,0,0
RU-A1219,img_4f14f1da66b198fe,0,0
RU-A1219,img_3dbcdae8f5b3b161,0,0
RU-A1219,img_4637e9dabc842144,1,0
RU-A1219,img_c7622927bf489b22,1,0
RU-A1219,img_64d250cf33bb9a68,1,0
RU-A1219,img_c5904826d462940e,1,0
RU-A1220,img_fa90efdb3f2a3aad,0,2
RU-A1220,img_65fc83f4e483bbf6,0,2
RU-A1220,img_2f1dec00f1a0a3dd,1,2
RU-A1220,img_4abbb21182f3c417,1,2
RU-A1220,img_a0bb44e4f5cd7750,1,2
RU-A1220,img_d4633f9b2697f097,1,2
RU-A1241,img_89ae72efc991889c,1,0
RU-A1241,img_a9e07b15b56078ac,1,0
RU-A1241,img_74672b8acd9757ef,1,0
RU-A1241,img_c81a6169c0ac3b94,1,0
RU-A1241,img_78e533712cc7794f,0,0
RU-A1241,img_395fe9475d2fac3a,0,0
RU-A1242,img_0f3251073499f501,1,4
RU-A1242,img_298a4b07b78d3d73,1,4
RU-A1242,img_e75d2c7679125fca,1,4
RU-A1242,img_35fe4e00351e04be,1,4
RU-A1242,img_79306880cd26e397,0,4
RU-A1242,img_d57e276f1cf19d74,0,4
RU-A1243,img_19b0f01e63c079f5,1,2
RU-A1243,img_5a18c6bcc2c5a67b,1,2
RU-A1243,img_39d50d99158ed5d0,1,2
RU-A1243,img_e7531a9634fea0d4,1,2
RU-A1243,img_71c2e2eba682cbe6,0,2
RU-A1243,img_6896921d5f4794d3,0,2
RU-A1244,img_389dd09d4f18d066,0,2
RU-A1244,img_cfca37188d6a167b,0,2
RU-A1249,img_09d221ba6f95febb,1,1
RU-A1249,img_e269f52617f53200,1,1
RU-A1249,img_bb2ddc86c404dd09,1,1
RU-A1249,img_c699b29b95de37e6,1,1
RU-A1249,img_7aedecf9b58c3d08,1,1
RU-A1249,img_832d322243392162,1,1
RU-A1249,img_1cb5f6d53e3a8b33,1,1
RU-A1249,img_0ae7cbfee133f83c,1,1
RU-A1249,img_642fe0e7d165c178,0,1
RU-A1249,img_5835b83d14de1597,0,1
RU-A1261,img_4dec0a11cf25c46c,1,4
RU-A1261,img_2ac460087ac4d9a6,1,4
RU-A1261,img_c756caac4f3f21ad,1,4
RU-A1261,img_e02397584c77be93,1,4
RU-A1261,img_c778bc81bd1af9b3,0,4
RU-A1261,img_ab4bedc9280053c5,0,4
RU-A1262,img_e2b725f1f16796ab,1,1
RU-A1262,img_17e93d9f2120e04a,1,1
RU-A1262,img_b36f5834828ae80c,1,1
RU-A1262,img_6305539ae25abf5c,1,1
RU-A1262,img_2fa1d672b01936f4,0,1
RU-A1262,img_fa35e17d957c24e3,0,1
RU-A1263,img_c04c71e187796257,1,3
RU-A1263,img_ad7b9a822f641942,1,3
RU-A1263,img_5c6646c5c0b2b525,1,3
RU-A1263,img_d52396c560754652,0,3
RU-A1263,img_78967ec170a7f20f,0,3
RU-A1264,img_68dece8e8c6a7cb5,0,4
RU-A1264,img_e5784c2141da2d79,0,4
RU-A1264,img_2f53c4dfe2449443,1,4
RU-A1264,img_7b63913e9c2065ef,1,4
RU-A1264,img_56544d9c2f53bb5c,1,4
RU-A1264,img_d41ecf141f9ed473,1,4
RU-A1264,img_f748c0c4cda8f9f0,0,4
RU-A1264,img_afedbe66ee8795f9,0,4
RU-A1265,img_43cb32be54330ffa,0,2
RU-A1265,img_554666e285f7bcab,1,2
RU-A1265,img_f797c8bee425afe5,1,2
RU-A1265,img_9f39165321d89620,1,2
RU-A1265,img_2ec793bdb8390354,1,2
RU-A1266,img_c21a88b247fc1f3d,0,0
RU-A1266,img_57f7445f0cf6650d,0,0
RU-A1266,img_ac42bb0a66c32570,1,0
RU-A1266,img_bf44ab2193b82226,1,0
RU-A1267,img_c07902678e21aed4,0,3
RU-A1267,img_96d2d704da38617e,0,3
RU-A1267,img_3147f3df2fa54267,1,3
RU-A1267,img_6ed5e70f2691a2bf,1,3
RU-A1281,img_5681b621569404b7,0,0
RU-A1281,img_4d5280a2796e5bce,0,0
RU-A1282,img_126a321f1ae72efb,0,1
RU-A1282,img_60947e291a8b9bea,0,1
RU-A1282,img_19fceb70db2d795b,0,1
RU-A1282,img_1e157f7f42fc7104,0,1
RU-A1283,img_90931af35314ff57,0,2
RU-A1283,img_1b1046ec19054957,0,2
RU-A1283,img_1cb01ac428a049a0,1,2
RU-A1283,img_e411ad72db1e8a5e,1,2
RU-A1283,img_038276bc6d2092c1,0,2
RU-A1283,img_e0046de3c4126082,0,2
RU-A1284,img_6d7e86413ed22da8,1,4
RU-A1284,img_d4c14ba96b63b6a7,1,4
RU-A1284,img_de54de68ae83291b,1,4
RU-A1284,img_295fe1dbcba92133,1,4
RU-A1254,img_786d30eaded81206,0,2
RU-A1254,img_b0df02bfeab88770,0,2
RU-A1254,img_daa0c0d92c2bc038,1,2
RU-A1254,img_f07d484a84acbf9f,1,2
RU-A1254,img_841af76668982227,1,2
RU-A1254,img_31777401523307d2,1,2
RU-A1255,img_b80679293c2b4a95,0,1
RU-A1255,img_cfc991d3f5b27c44,0,1
RU-A1255,img_ea55bab1c168f1d1,1,1
RU-A1255,img_7a2ea4b0d78b7c04,1,1
RU-A1255,img_9e770a55aa40fa56,1,1
RU-A1255,img_94490129aba162b6,1,1
RU-A1257,img_bd693bd3cc9443db,0,1
RU-A1257,img_a2faf2485e4df2fe,0,1
RU-A1258,img_1bce2d1bb80d1b15,0,2
RU-A1258,img_a98c7c182dddd7a9,1,2
RU-A1258,img_bc9bebcaabc4b4e6,1,2
RU-A1258,img_3f96a5cf5d582b40,0,2
RU-A1259,img_c29a6904d92cb9a5,1,3
RU-A1259,img_aceb4ef362e1e91e,0,3
RU-A1260,img_176bf43c2512ed7c,1,3
RU-A1260,img_e127946ef82622dc,1,3
RU-A1308,img_707ca0f7e1460fe8,0,0
RU-A1308,img_c97f1a53557be386,0,0
RU-A1029,img_8ea37478a27704d5,1,1
RU-A1029,img_cf5331c430e351ff,1,1
RU-A1029,img_a0f722bcc9b5d181,0,1
RU-A1029,img_2aa980575247473f,0,1
RU-A1035,img_81426fbd071686d1,0,2
RU-A1035,img_dfb1298d64e2f6c3,0,2
RU-A1035,img_6882e27a3cc0492d,0,2
RU-A1062,img_56c8933d14c2ea88,0,4
RU-A1062,img_b92abb75c6f29c84,0,4
RU-A1062,img_f89bd7b5f65a748b,1,4
RU-A1062,img_86b8cddbc2f05869,1,4
RU-A1062,img_98737b16c9d5ae41,0,4
RU-A1062,img_ce72f599bbe253a2,0,4
RU-A1049,img_86c4da80b53ebc7f,0,1
RU-A1049,img_81ab961e34428f1b,0,1
RU-A1070,img_a98e0b9201591757,1,0
RU-A1070,img_7a4202d66734711a,1,0
RU-A1070,img_8e00b4d3b907f9a1,1,0
RU-A1070,img_3910e107371c5c1d,0,0
RU-A1070,img_36d570b715abe2cf,0,0
RU-A1014,img_4205c8a17dc083d0,1,2
RU-A1014,img_08a093b0b6bfacd1,1,2
RU-A1014,img_e0ed042ba9dfe5bc,0,2
RU-A1014,img_ee28412dd20e7433,0,2
RU-A1030,img_e318729967b0d6e4,1,3
RU-A1030,img_fc6f932492bcca37,1,3
RU-A1030,img_752c6a597b974eef,0,3
RU-A1030,img_a20cb02f1f418dc8,0,3
RU-A1176,img_6feb2fbcb8104e80,0,1
RU-A1176,img_6ca1fce1c76a3194,0,1
RU-A1176,img_73c8102a513b3074,0,1
RU-A1176,img_9b8145e65c59b2f1,0,1
RU-A1176,img_519bcd4d0ffd8b3d,0,1
RU-A1176,img_e8cfd5871f08c6c1,0,1
RU-A1176,img_f1a60a1610a2f766,0,1
RU-A1176,img_526ea7765367a007,0,1
RU-A1176,img_021540ca1a125521,0,1
RU-A1101,img_9491b6ea1be38add,1,1
RU-A1101,img_9491b6ea1be38add,1,1
RU-A1101,img_7ed12e06505cca3b,1,1
RU-A1101,img_7ed12e06505cca3b,1,1
RU-A1103,img_c356e04f4ee01b06,0,2
RU-A1103,img_1c10ca4559bdbaec,0,2
RU-A1106,img_690ee7c4bed45e4d,0,3
RU-A1106,img_431e3fdf60d452e3,0,3
RU-A1105,img_c70220afb9c96237,1,2
RU-A1105,img_5b9e55ccd91af295,1,2
RU-A1110,img_e1e9da934b47e9c3,0,1
RU-A1110,img_66becbf13127631e,0,1
RU-A1112,img_32500cab741f7928,1,0
RU-A1112,img_a3b79b281c282130,1,0
RU-A1112,img_dbd586ff89d05cc3,1,0
RU-A1112,img_ce31f4346eee12ba,1,0
RU-A1113,img_17c965d21e14d7b5,1,0
RU-A1113,img_8251bcf95910a355,1,0
RU-A1113,img_06c96ec4750b2798,1,0
RU-A1113,img_c37472874370125b,1,0
RU-A1114,img_f42ca7df1c6ee535,1,0
RU-A1114,img_bf2c964191654d10,1,0
RU-A1114,img_4ba35bc2f0005d01,1,0
RU-A1114,img_6c7f17eeaaf5f639,1,0
RU-A1114,img_62a013af6125554b,0,0
RU-A1114,img_1c78563367e208dd,0,0
RU-A1115,img_f7d3462ed61f9e21,1,1
RU-A1115,img_1558bfe5425d4834,1,1
RU-A1115,img_5f64eeec29fdf77a,1,1
RU-A1115,img_c42e0575995e3414,1,1
RU-A1115,img_7b56c833418ba4ce,0,1
RU-A1115,img_d972b095642f83e6,0,1
RU-A1116,img_6652d90345487e1b,1,2
RU-A1116,img_42ca0ca526b1c38d,1,2
RU-A1117,img_9e9b3786db6f6dd5,1,3
RU-A1117,img_331e26c1f269a60f,1,3
RU-A1117,img_18f602e5c83cc6e5,1,3
RU-A1117,img_d8ae47d363c75ccf,1,3
RU-A1117,img_b5260b0411b95dd2,0,3
RU-A1117,img_dd3ab5a748aa101a,0,3
RU-A1118,img_531023cb78692c48,0,1
RU-A1118,img_3d70ac44a0065636,0,1
RU-A1119,img_ecbe5678d22cdd68,1,4
RU-A1119,img_e536929b3dc3f8a8,1,4
RU-A1119,img_bace80cbf8ae6c93,1,4
RU-A1119,img_9f530f6df1bb35c9,1,4
RU-A1120,img_748f6d1f94199f46,1,3
RU-A1120,img_b8841e3e27fb600e,1,3
RU-A1120,img_d847a190a0bc9dc7,0,3
RU-A1120,img_b7f318f6e13c0ac6,0,3
RU-A1122,img_fa00dbf4034971f1,1,4
RU-A1122,img_ebde33d9267c4401,1,4
RU-A1122,img_03c85c49b285d237,1,4
RU-A1123,img_4af9d8b6cc486f29,1,2
RU-A1123,img_378e4df6a1974f35,1,2
RU-A1123,img_c51cf12bc64991a4,1,2
RU-A1123,img_831affe0f424c5d5,1,2
RU-A1125,img_b4a405eacc070080,1,1
RU-A1125,img_934a4e0710c7e02c,1,1
RU-A1125,img_6bf03efc4bfc926a,1,1
RU-A1125,img_11edb7fdf3e2b7a4,1,1
RU-A1271,img_fa1af5457947898a,0,4
RU-A1271,img_e3059ed210e206a4,0,4
RU-A1271,img_850d3a952f0c2271,0,4
RU-A1271,img_eaa747a00163de84,0,4
RU-A1275,img_e5a6d3417692a3a1,0,0
RU-A1275,img_50101e662954d546,0,0
RU-A1041,img_d82e55e9a58f6968,0,3
RU-A1041,img_bfaa4b66790d4e69,0,3
RU-A1041,img_74ebd8fe4797e5d3,0,3
RU-A1041,img_09b64a5b590a4f29,0,3
RU-A1041,img_74ebd8fe4797e5d3,0,3
RU-A1042,img_f372ae4f2d8c6063,1,3
RU-A1042,img_554c7e76918a974f,1,3
RU-A1042,img_988e5519ec119ade,1,3
RU-A1042,img_20a199898f1c86f9,1,3
RU-A1042,img_69cc312224b15bab,1,3
RU-A1042,img_02a6eb7fac9c7686,1,3
RU-A1042,img_e843208d4b2bbad7,1,3
RU-A1042,img_dab4b2a209450d02,1,3
RU-A1042,img_19a4478223f60831,1,3
RU-A1042,img_d560c43135f7c272,1,3
RU-A1042,img_876d70a65ad1c03f,1,3
RU-A1042,img_945912ac1185f172,1,3
RU-A1042,img_8e3200f356650877,1,3
RU-A1042,img_00542949b0d86be0,1,3
RU-A1042,img_a349b3bddd69fde5,1,3
RU-A1042,img_53fc03c2ba2abc29,1,3
RU-A1042,img_8f2bcc3d99ce9861,1,3
RU-A1042,img_520a3f1423af5c0a,1,3
RU-A1042,img_ce3cbb727fa80674,0,3
RU-A1042,img_1eb060ffbb3430f0,0,3
RU-A1268,img_0b6be21b2c8adf60,0,0
RU-A1268,img_999123a256378ff6,0,0
RU-A1269,img_da8be6dc495eac09,0,1
RU-A1269,img_5c1add6fa79b2f2e,0,1
RU-A1270,img_38bcdb04f0369ee3,0,0
RU-A1270,img_f28cd596755b47bf,1,0
RU-A1270,img_7acf74e376230a9d,1,0
RU-A1270,img_b595bd481aad4e81,1,0
RU-A1270,img_68732bb99c35c284,1,0
RU-A1272,img_a89cbffb5959cba3,0,1
RU-A1272,img_fd95b5355de8ddf2,0,1
RU-A1273,img_4960024d1efe15d4,0,4
RU-A1273,img_5f64ef5c7defeff6,0,4
RU-A1273,img_751dae15f4d5f0ff,1,4
RU-A1273,img_72bdd076528bd9da,1,4
RU-A1273,img_1e516943dcac3a12,1,4
RU-A1274,img_d7370df4186b642e,0,0
RU-A1274,img_b08f1df3664d1dfe,0,0
RU-A1274,img_7353c185f84d51c1,1,0
RU-A1274,img_b95451f1772104fc,1,0
RU-A1274,img_64cbc49db4dd4f0c,1,0
RU-A1274,img_f8a7b0313db911da,1,0
RU-A1276,img_5e51e07f891ff79b,0,2
RU-A1276,img_791186871b0855a1,0,2
RU-A1276,img_c3f33b11de8c1069,0,2
RU-A1276,img_ccc77c3040da15f4,0,2
RU-A1276,img_7e12ca5cfe3214db,1,2
RU-A1276,img_172c6d4ca33024d4,1,2
RU-A1278,img_5e4d8ff7319727a3,1,1
RU-A1278,img_cd66e314ac9d533a,1,1
RU-A1278,img_1c9c6656b55836b2,0,1
RU-A1278,img_f8c0ba76c228838d,0,1
RU-A1277,img_1cc46aadf06684bb,0,2
RU-A1277,img_cffdb8567fdbd8da,0,2
RU-A1277,img_8b01163fd8b9143c,1,2
RU-A1277,img_38f35a327c2c6879,1,2
RU-A1279,img_9f65a646d7920afe,0,4
RU-A1279,img_cc612087bfbdfb21,0,4
RU-A1279,img_2f64cb764a5de351,1,4
RU-A1279,img_ed64e55e0f79157b,1,4
RU-A1280,img_4d999ea619b50da9,0,4
RU-A1280,img_31b3098fe97093c7,0,4
RU-A1064,img_a32381596d29ef4b,0,0
RU-A1064,img_262a93c6b5986f9c,0,0
RU-A1156,img_44d8f1454fb9cf44,0,4
RU-A1156,img_ae7d35ed5a92dfa6,0,4
RU-A1175,img_c21f9b2149c979be,0,0
RU-A1175,img_c21f9b2149c979be,0,0
RU-A1137,img_56ad42587a41d13f,0,3
RU-A1137,img_420d32447d27d9ad,0,3
RU-A1137,img_f8596336cbb6ab7e,0,3
RU-A1137,img_27f241b33f4cd1b9,0,3
RU-A1150,img_6793bd512d8d268d,0,3
RU-A1150,img_c275765ff341dca4,0,3
RU-A1150,img_d419321a83b4e02d,0,3
RU-A1150,img_065d841c32f09fdc,0,3
RU-A1186,img_f82d99ec2aebfb87,1,2
RU-A1186,img_a3daa22244771c75,1,2
RU-A1186,img_d29fac8345943833,1,2
RU-A1186,img_6ba5da9a53bdc8d2,1,2
RU-A1186,img_195a63a620799581,0,2
RU-A1186,img_14bf0796f92ea231,0,2
RU-A1187,img_209d97bee68fda97,1,4
RU-A1187,img_9fc9c7c07b043792,1,4
RU-A1187,img_1cfefb28992f74bc,1,4
RU-A1187,img_413262bbfcb8b1e1,1,4
RU-A1028,img_3c1a648dc774b80d,0,0
